Agency,Agency Type,Distribution Channel,Duration,Destination,Net Sales,Commision (in value),Age,Claim,Product_Category
EPX,Travel Agency,Online,46,Europe,83.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,41,Africa,68.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,8,Asia,18.0,0.0,40,0,Cancellation
CWT,Travel Agency,Online,187,Oceania,49.5,29.7,32,0,Rental
EPX,Travel Agency,Online,86,Asia,29.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,29,Asia,16.0,0.0,36,0,Cancellation
C2B,Airlines,Online,18,Asia,60.0,15.0,28,0,Value Plan
EPX,Travel Agency,Online,17,Asia,110.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,28,Oceania,69.3,41.58,31,0,Rental
EPX,Travel Agency,Online,10,Asia,30.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,16,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,44.0,0.0,36,0,Cancellation
C2B,Airlines,Online,3,Asia,13.5,3.38,35,0,Value Plan
C2B,Airlines,Online,5,Asia,13.5,3.38,26,0,Value Plan
C2B,Airlines,Online,67,Asia,93.0,23.25,35,0,Value Plan
EPX,Travel Agency,Online,103,Asia,25.0,0.0,60,0,Cancellation
EPX,Travel Agency,Online,21,Asia,28.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,42,Asia,17.0,0.0,36,0,Cancellation
JZI,Airlines,Online,5,Asia,26.0,9.1,54,0,Value Plan
JZI,Airlines,Online,61,Asia,44.0,15.4,21,0,Value Plan
CWT,Travel Agency,Online,15,North America,148.5,89.1,44,0,Rental
EPX,Travel Agency,Online,27,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,10,Asia,10.0,0.0,28,0,Cancellation
RAB,Airlines,Online,2,Asia,15.0,6.0,36,0,Value Plan
EPX,Travel Agency,Online,22,Asia,22.0,0.0,32,0,Comprehensive
C2B,Airlines,Online,18,Asia,23.5,5.88,60,0,Value Plan
JZI,Airlines,Online,13,Asia,18.0,6.3,26,0,Value Plan
SSI,Airlines,Online,173,Asia,10.98,3.08,48,0,Cancellation
CWT,Travel Agency,Online,9,Asia,59.4,35.64,49,0,Rental
EPX,Travel Agency,Online,66,Asia,12.0,0.0,36,0,Cancellation
JZI,Airlines,Online,4,Asia,22.0,7.7,30,0,Value Plan
EPX,Travel Agency,Online,77,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,28,Asia,20.0,0.0,41,0,Comprehensive
EPX,Travel Agency,Online,76,Europe,74.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,31,Asia,22.0,7.7,40,0,Value Plan
JZI,Airlines,Online,17,Asia,45.0,15.75,65,0,Value Plan
CWT,Travel Agency,Online,10,Oceania,59.4,35.64,33,0,Rental
EPX,Travel Agency,Online,141,Europe,69.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,1,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,85,Asia,32.0,0.0,23,0,Comprehensive
C2B,Airlines,Online,13,Asia,63.7,15.93,71,0,Value Plan
EPX,Travel Agency,Online,20,Asia,50.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,155,Asia,319.0,79.75,4,0,Value Plan
C2B,Airlines,Online,17,Asia,21.0,5.25,33,0,Value Plan
EPX,Travel Agency,Online,20,Asia,11.0,0.0,56,0,Cancellation
EPX,Travel Agency,Online,53,Asia,27.0,0.0,36,0,Cancellation
ART,Airlines,Online,64,Asia,100.01,35.0,48,0,Annual
EPX,Travel Agency,Online,38,Asia,26.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,24.0,0.0,73,0,Comprehensive
C2B,Airlines,Online,16,Asia,34.5,8.63,48,0,Value Plan
C2B,Airlines,Online,19,Asia,0.0,17.25,65,0,Value Plan
JZI,Airlines,Online,1,Oceania,0.0,7.7,45,0,Value Plan
C2B,Airlines,Online,6,Asia,22.5,5.63,67,0,Value Plan
EPX,Travel Agency,Online,13,Asia,23.0,0.0,63,0,Cancellation
CWT,Travel Agency,Online,17,Europe,19.8,11.88,30,0,Rental
EPX,Travel Agency,Online,22,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,220,North America,42.0,0.0,38,0,Cancellation
RAB,Airlines,Online,36,Asia,42.0,16.8,15,0,Value Plan
C2B,Airlines,Online,24,Asia,72.0,18.0,40,0,Value Plan
EPX,Travel Agency,Online,36,North America,88.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,20.0,0.0,26,0,Comprehensive
KML,Travel Agency,Online,154,Asia,28.0,10.64,48,0,Value Plan
C2B,Airlines,Online,41,Asia,70.85,17.71,26,0,Value Plan
C2B,Airlines,Online,3,Asia,13.5,3.38,38,0,Value Plan
EPX,Travel Agency,Online,61,North America,68.0,0.0,19,0,Cancellation
CWT,Travel Agency,Online,4,Oceania,29.7,17.82,32,0,Rental
C2B,Airlines,Online,61,Asia,25.9,6.47,37,0,Value Plan
CWT,Travel Agency,Online,20,North America,89.1,53.46,50,0,Rental
EPX,Travel Agency,Online,8,Oceania,49.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,43,Asia,10.0,0.0,58,0,Cancellation
EPX,Travel Agency,Online,49,Asia,23.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,34,North America,10.0,0.0,27,0,Cancellation
JZI,Airlines,Online,37,Asia,42.0,14.7,35,0,Value Plan
EPX,Travel Agency,Online,208,Europe,67.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,136,Asia,32.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,6,Asia,18.0,6.3,58,0,Value Plan
SSI,Airlines,Online,25,Asia,0.93,0.26,48,0,Cancellation
EPX,Travel Agency,Online,14,Asia,20.0,0.0,43,0,Comprehensive
C2B,Airlines,Online,13,Asia,16.0,4.0,30,0,Value Plan
EPX,Travel Agency,Online,31,Asia,20.0,0.0,29,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,29.0,0.0,35,0,Cancellation
JZI,Airlines,Online,46,Asia,35.0,12.25,67,0,Value Plan
JZI,Airlines,Online,289,Asia,37.0,12.95,37,0,Value Plan
CWT,Travel Agency,Online,87,Asia,29.7,17.82,61,0,Rental
EPX,Travel Agency,Online,10,Asia,38.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,1,Asia,18.0,6.3,26,0,Value Plan
EPX,Travel Agency,Online,38,Asia,46.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,13,Europe,36.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,27,Asia,18.0,6.3,47,0,Value Plan
EPX,Travel Agency,Offline,29,Asia,24.0,0.0,118,0,Comprehensive
CWT,Travel Agency,Online,11,Oceania,49.5,29.7,31,0,Rental
EPX,Travel Agency,Online,2,Asia,22.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Asia,20.0,0.0,53,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,24.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,6,Oceania,0.0,17.82,33,0,Rental
EPX,Travel Agency,Online,30,Asia,32.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,31,Asia,117.75,29.44,25,0,Value Plan
EPX,Travel Agency,Online,2,Asia,10.0,0.0,40,0,Cancellation
EPX,Travel Agency,Online,43,North America,80.0,0.0,46,0,Cancellation
JZI,Airlines,Online,12,Asia,18.0,6.3,42,0,Value Plan
C2B,Airlines,Online,20,Asia,62.0,15.5,54,0,Value Plan
EPX,Travel Agency,Online,24,Asia,55.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,8,Asia,18.5,4.63,25,0,Value Plan
EPX,Travel Agency,Online,3,Asia,20.0,0.0,43,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,10.0,0.0,30,0,Cancellation
EPX,Travel Agency,Online,34,Asia,20.0,0.0,28,0,Comprehensive
C2B,Airlines,Online,235,Asia,99.45,24.86,41,1,Value Plan
C2B,Airlines,Online,12,Asia,33.5,8.38,30,0,Value Plan
TST,Travel Agency,Offline,8,Asia,30.0,10.5,56,0,Single Trip
C2B,Airlines,Online,21,Asia,39.0,9.75,40,0,Value Plan
EPX,Travel Agency,Online,61,Asia,12.0,0.0,41,0,Cancellation
CWT,Travel Agency,Online,27,Oceania,79.2,47.52,31,0,Rental
EPX,Travel Agency,Online,34,Asia,10.0,0.0,36,0,Cancellation
C2B,Airlines,Online,32,Asia,44.85,11.21,27,0,Value Plan
C2B,Airlines,Online,53,Asia,39.0,9.75,28,0,Value Plan
EPX,Travel Agency,Online,64,North America,75.0,0.0,79,0,Cancellation
RAB,Airlines,Online,50,Asia,15.0,6.0,42,0,Value Plan
C2B,Airlines,Online,48,Asia,260.0,65.0,57,0,Value Plan
EPX,Travel Agency,Online,13,Asia,34.0,0.0,36,0,Cancellation
C2B,Airlines,Online,21,Asia,67.0,16.75,31,0,Value Plan
EPX,Travel Agency,Online,86,Asia,14.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,18,Asia,38.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,75,Oceania,59.4,35.64,51,0,Rental
EPX,Travel Agency,Online,31,Europe,70.0,0.0,35,0,Cancellation
C2B,Airlines,Online,60,Asia,95.0,23.75,30,0,Value Plan
EPX,Travel Agency,Online,18,Asia,20.0,0.0,48,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,25.0,0.0,56,0,Cancellation
EPX,Travel Agency,Online,6,Asia,0.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Europe,14.0,0.0,36,0,Cancellation
C2B,Airlines,Online,27,Asia,0.0,14.13,32,0,Value Plan
EPX,Travel Agency,Online,29,Asia,27.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,16,Asia,40.0,0.0,36,0,Comprehensive
ADM,Travel Agency,Online,10,Europe,75.0,28.5,22,0,Value Plan
CWT,Travel Agency,Online,9,Asia,39.6,23.76,52,0,Rental
EPX,Travel Agency,Online,36,Europe,11.0,0.0,36,0,Cancellation
KML,Travel Agency,Online,75,Asia,49.0,18.62,48,0,Value Plan
JZI,Airlines,Online,6,Asia,26.0,9.1,54,0,Value Plan
EPX,Travel Agency,Online,14,Asia,21.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,19,Asia,35.0,12.25,66,0,Value Plan
C2B,Airlines,Online,364,Asia,216.0,54.0,27,0,Annual
C2B,Airlines,Online,3,Asia,27.5,6.88,48,0,Value Plan
CWT,Travel Agency,Online,12,Oceania,9.9,5.94,46,0,Rental
C2B,Airlines,Online,80,Asia,18.0,4.5,25,0,Value Plan
JZI,Airlines,Online,105,Asia,36.0,12.6,25,0,Value Plan
CWT,Travel Agency,Online,102,Oceania,49.5,29.7,23,0,Rental
C2B,Airlines,Online,12,Asia,46.15,11.54,40,0,Value Plan
C2B,Airlines,Online,51,Asia,77.0,19.25,38,0,Value Plan
EPX,Travel Agency,Online,75,North America,16.0,0.0,31,0,Cancellation
EPX,Travel Agency,Online,131,North America,52.0,0.0,30,0,Comprehensive
CWT,Travel Agency,Online,45,Europe,69.3,41.58,51,0,Rental
C2B,Airlines,Online,5,Asia,15.0,3.75,35,1,Value Plan
CWT,Travel Agency,Online,16,Asia,0.0,17.82,41,0,Rental
EPX,Travel Agency,Online,30,Asia,20.0,0.0,61,0,Comprehensive
JZI,Airlines,Online,3,Asia,18.0,6.3,42,0,Value Plan
EPX,Travel Agency,Online,15,Asia,26.0,0.0,29,0,Comprehensive
EPX,Travel Agency,Online,6,South America,31.0,0.0,36,0,Cancellation
JZI,Airlines,Online,23,Asia,26.0,9.1,40,0,Value Plan
CWT,Travel Agency,Online,28,Europe,0.0,11.88,55,0,Rental
JZI,Airlines,Online,61,Asia,30.0,10.5,32,0,Value Plan
EPX,Travel Agency,Online,129,Asia,10.0,0.0,29,0,Cancellation
EPX,Travel Agency,Online,167,Asia,20.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,93,Asia,59.4,35.64,31,0,Rental
CWT,Travel Agency,Online,15,Europe,69.3,41.58,31,0,Rental
EPX,Travel Agency,Online,30,Oceania,0.0,0.0,36,0,Cancellation
C2B,Airlines,Online,16,Asia,47.0,11.75,24,1,Value Plan
EPX,Travel Agency,Online,187,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,90,Asia,28.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,47,Asia,43.0,0.0,36,0,Comprehensive
JWT,Airlines,Online,142,Asia,78.0,31.2,118,0,Value Plan
CWT,Travel Agency,Online,32,Oceania,19.8,11.88,34,0,Rental
EPX,Travel Agency,Online,17,Asia,10.0,0.0,24,0,Cancellation
EPX,Travel Agency,Online,71,Asia,101.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,56,Europe,59.4,35.64,64,0,Rental
CWT,Travel Agency,Online,1,Europe,9.9,5.94,31,0,Rental
SSI,Airlines,Online,27,Asia,6.56,1.84,48,0,Cancellation
CWT,Travel Agency,Online,296,Europe,148.5,89.1,31,0,Rental
CWT,Travel Agency,Online,37,Europe,207.9,124.74,55,0,Rental
SSI,Airlines,Online,18,Asia,0.77,0.22,48,0,Cancellation
EPX,Travel Agency,Online,16,Asia,15.0,0.0,36,0,Cancellation
C2B,Airlines,Online,7,Asia,13.5,3.38,36,0,Value Plan
EPX,Travel Agency,Online,15,Asia,55.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,81,Oceania,35.0,12.25,28,0,Value Plan
SSI,Airlines,Online,6,Asia,4.63,1.3,48,0,Cancellation
CWT,Travel Agency,Online,49,Oceania,39.6,23.76,22,0,Rental
EPX,Travel Agency,Online,1,Asia,20.0,0.0,26,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,40.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,58,Asia,20.0,0.0,24,0,Comprehensive
EPX,Travel Agency,Online,8,Asia,20.0,0.0,60,0,Comprehensive
JWT,Airlines,Online,26,Asia,31.0,12.4,118,0,Value Plan
EPX,Travel Agency,Online,25,Asia,36.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,50,Europe,29.7,17.82,60,0,Rental
JZI,Airlines,Online,109,Asia,40.0,14.0,27,0,Value Plan
EPX,Travel Agency,Online,78,Asia,10.0,0.0,32,0,Cancellation
JZI,Airlines,Online,4,Asia,18.0,6.3,29,0,Value Plan
CWT,Travel Agency,Online,24,Europe,128.7,77.22,29,0,Rental
C2B,Airlines,Online,8,Asia,21.0,5.25,28,0,Value Plan
EPX,Travel Agency,Online,12,Asia,24.0,0.0,26,0,Cancellation
EPX,Travel Agency,Online,39,Asia,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,20,Asia,32.0,0.0,36,0,Cancellation
SSI,Airlines,Online,26,Asia,1.35,0.38,48,0,Cancellation
EPX,Travel Agency,Online,99,North America,58.0,0.0,20,0,Cancellation
EPX,Travel Agency,Online,116,Asia,33.0,0.0,36,0,Cancellation
JZI,Airlines,Online,53,Europe,109.0,38.15,42,0,Value Plan
CWT,Travel Agency,Online,3,Europe,19.8,11.88,31,0,Rental
JZI,Airlines,Online,32,Asia,22.0,7.7,22,0,Value Plan
C2B,Airlines,Online,26,Asia,27.0,6.75,58,1,Value Plan
CWT,Travel Agency,Online,2,Asia,9.9,5.94,34,0,Rental
EPX,Travel Agency,Online,47,Asia,20.0,0.0,46,0,Comprehensive
C2B,Airlines,Online,26,Asia,93.6,23.4,62,0,Value Plan
JZI,Airlines,Online,15,Asia,22.0,7.7,72,0,Value Plan
JZI,Airlines,Online,22,Asia,18.0,6.3,35,0,Value Plan
EPX,Travel Agency,Online,55,Oceania,44.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,16,Europe,78.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,18,Asia,64.0,0.0,41,0,Comprehensive
EPX,Travel Agency,Online,40,Asia,32.0,0.0,42,0,Cancellation
LWC,Travel Agency,Online,364,North America,323.4,210.21,37,0,Annual
C2B,Airlines,Online,30,Asia,17.55,4.39,36,0,Value Plan
EPX,Travel Agency,Online,153,Oceania,46.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,13.0,0.0,26,0,Cancellation
EPX,Travel Agency,Online,10,Europe,68.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,16,Asia,68.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,17,Oceania,19.8,11.88,31,0,Rental
C2B,Airlines,Online,27,Asia,69.55,17.39,53,0,Value Plan
C2B,Airlines,Online,6,Asia,0.0,4.0,30,0,Value Plan
EPX,Travel Agency,Online,268,Asia,0.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,20,Asia,20.0,0.0,41,0,Comprehensive
C2B,Airlines,Online,3,Asia,18.5,4.63,25,0,Value Plan
EPX,Travel Agency,Online,4,Asia,30.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,56,North America,60.0,0.0,31,0,Cancellation
EPX,Travel Agency,Online,52,North America,11.0,0.0,27,0,Cancellation
EPX,Travel Agency,Online,28,Asia,34.0,0.0,37,0,Cancellation
JZI,Airlines,Online,8,Asia,18.0,6.3,42,0,Value Plan
EPX,Travel Agency,Online,47,Asia,65.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,122,Oceania,69.3,41.58,45,0,Rental
RAB,Airlines,Online,7,Asia,15.0,6.0,30,0,Value Plan
CWT,Travel Agency,Online,16,Europe,59.4,35.64,29,0,Rental
CWT,Travel Agency,Online,54,Asia,108.9,65.34,43,0,Rental
EPX,Travel Agency,Online,8,Asia,21.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,2,Asia,21.5,5.38,26,0,Value Plan
EPX,Travel Agency,Online,51,Europe,63.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,19,Oceania,39.6,23.76,44,0,Rental
SSI,Airlines,Online,56,Asia,3.99,1.12,48,0,Cancellation
EPX,Travel Agency,Online,43,Asia,40.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,86,Asia,0.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,79,North America,80.0,0.0,20,0,Cancellation
EPX,Travel Agency,Online,4,Asia,23.0,0.0,36,0,Cancellation
TST,Travel Agency,Offline,21,Asia,30.0,10.5,30,0,Single Trip
C2B,Airlines,Online,9,Asia,20.0,5.0,36,0,Value Plan
EPX,Travel Agency,Online,35,Asia,14.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,4,Asia,0.0,5.94,29,0,Rental
CWT,Travel Agency,Online,56,Europe,49.5,29.7,31,0,Rental
C2B,Airlines,Online,25,Asia,50.0,12.5,29,0,Value Plan
CWT,Travel Agency,Online,10,Oceania,69.3,41.58,26,1,Rental
SSI,Airlines,Online,160,Asia,2.76,0.77,48,0,Cancellation
EPX,Travel Agency,Online,62,Asia,20.0,0.0,28,0,Comprehensive
C2B,Airlines,Online,86,Asia,109.0,27.25,47,0,Value Plan
EPX,Travel Agency,Online,5,Asia,20.0,0.0,36,0,Cancellation
SSI,Airlines,Online,82,Asia,0.74,0.21,48,0,Cancellation
EPX,Travel Agency,Online,55,Asia,10.0,0.0,29,0,Cancellation
C2B,Airlines,Online,15,Asia,33.5,8.38,75,0,Value Plan
EPX,Travel Agency,Online,2,North America,69.0,0.0,30,0,Cancellation
JWT,Airlines,Online,21,Asia,60.0,24.0,118,0,Value Plan
C2B,Airlines,Online,50,Asia,60.0,15.0,27,0,Value Plan
EPX,Travel Agency,Online,46,Europe,51.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,83,Asia,17.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,34,Europe,49.5,29.7,31,0,Rental
CWT,Travel Agency,Online,22,Asia,19.8,11.88,37,0,Rental
EPX,Travel Agency,Online,32,Asia,28.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,56,Asia,24.0,0.0,36,1,Comprehensive
JZI,Airlines,Online,32,Asia,26.0,9.1,59,0,Value Plan
EPX,Travel Agency,Online,151,Asia,28.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,59,Asia,20.0,0.0,28,0,Comprehensive
CWT,Travel Agency,Online,241,Europe,19.8,11.88,45,0,Rental
JZI,Airlines,Online,19,Asia,22.0,7.7,52,0,Value Plan
C2B,Airlines,Online,131,Asia,22.5,5.63,25,0,Value Plan
EPX,Travel Agency,Online,26,Oceania,78.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,77,Oceania,69.3,41.58,30,0,Rental
LWC,Travel Agency,Online,11,Asia,36.5,23.73,34,0,Single Trip
LWC,Travel Agency,Online,24,Asia,39.75,25.84,25,0,Single Trip
JZI,Airlines,Online,45,Asia,18.0,6.3,36,0,Value Plan
EPX,Travel Agency,Online,58,Asia,83.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,84,Asia,16.0,0.0,56,0,Cancellation
EPX,Travel Agency,Online,10,Asia,19.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,10,Asia,67.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,73,Oceania,89.1,53.46,45,0,Rental
EPX,Travel Agency,Online,34,Asia,45.0,0.0,35,0,Comprehensive
C2B,Airlines,Online,39,Asia,16.0,4.0,26,0,Value Plan
EPX,Travel Agency,Online,23,Asia,10.0,0.0,36,0,Cancellation
SSI,Airlines,Online,55,Asia,3.86,1.08,48,0,Cancellation
EPX,Travel Agency,Online,69,Asia,12.0,0.0,30,0,Cancellation
RAB,Airlines,Online,20,Asia,23.0,9.2,69,0,Value Plan
CWT,Travel Agency,Online,118,Oceania,0.0,47.52,31,0,Rental
EPX,Travel Agency,Online,3,North America,80.0,0.0,29,0,Cancellation
EPX,Travel Agency,Online,85,Asia,20.0,0.0,32,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,23.0,0.0,71,0,Comprehensive
EPX,Travel Agency,Online,63,Asia,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,49,Asia,80.0,0.0,19,0,Cancellation
EPX,Travel Agency,Online,9,Asia,10.0,0.0,37,0,Cancellation
CWT,Travel Agency,Online,22,Oceania,49.5,29.7,52,0,Rental
EPX,Travel Agency,Online,77,Asia,28.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,21,Asia,20.0,5.0,66,0,Value Plan
EPX,Travel Agency,Online,51,Asia,33.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,27,Asia,10.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,18,Oceania,29.7,17.82,61,0,Rental
EPX,Travel Agency,Online,18,Asia,42.0,0.0,44,0,Cancellation
EPX,Travel Agency,Online,12,Asia,13.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,76,North America,57.0,0.0,27,0,Comprehensive
EPX,Travel Agency,Online,19,Asia,52.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,94,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,16,Asia,35.0,12.25,61,0,Value Plan
EPX,Travel Agency,Online,29,Oceania,98.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,8,Asia,27.0,6.75,59,0,Value Plan
EPX,Travel Agency,Online,24,Europe,74.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,20.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,17,Asia,47.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,12.0,0.0,41,0,Cancellation
EPX,Travel Agency,Online,22,Asia,12.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,26,Asia,14.0,0.0,55,0,Cancellation
EPX,Travel Agency,Online,12,Asia,26.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,68,Asia,36.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,11,Europe,89.1,53.46,44,0,Rental
SSI,Airlines,Online,32,Asia,7.09,1.99,48,0,Cancellation
JZI,Airlines,Online,43,Asia,22.0,7.7,64,0,Value Plan
C2B,Airlines,Online,22,Asia,81.5,20.38,27,0,Value Plan
CWT,Travel Agency,Online,46,Asia,29.7,17.82,53,0,Rental
EPX,Travel Agency,Online,34,Asia,14.0,0.0,36,0,Cancellation
JZI,Airlines,Online,24,Asia,40.0,14.0,67,0,Value Plan
EPX,Travel Agency,Online,1,Asia,11.0,0.0,36,0,Cancellation
JZI,Airlines,Online,59,Asia,30.0,10.5,53,0,Value Plan
JWT,Airlines,Online,22,Asia,39.0,15.6,118,0,Value Plan
EPX,Travel Agency,Online,210,Asia,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,12,Europe,13.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,22,Europe,19.8,11.88,47,0,Rental
EPX,Travel Agency,Online,9,Asia,97.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,14,Asia,33.5,8.38,29,0,Value Plan
EPX,Travel Agency,Online,16,Asia,28.0,0.0,52,0,Comprehensive
CWT,Travel Agency,Online,8,Asia,29.7,17.82,59,0,Rental
EPX,Travel Agency,Online,55,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,113,North America,112.0,0.0,37,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,25.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,22.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,16,Asia,0.0,0.0,26,0,Cancellation
CWT,Travel Agency,Online,6,Asia,19.8,11.88,49,0,Rental
EPX,Travel Agency,Online,29,Asia,22.0,0.0,36,0,Cancellation
C2B,Airlines,Online,7,Asia,17.55,4.39,34,0,Value Plan
CWT,Travel Agency,Online,8,Asia,39.6,23.76,42,0,Rental
EPX,Travel Agency,Online,12,Asia,24.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,14,Asia,33.0,11.55,47,0,Value Plan
JZI,Airlines,Online,10,Asia,22.0,7.7,56,0,Value Plan
JZI,Airlines,Online,3,Asia,36.0,12.6,64,0,Value Plan
CWT,Travel Agency,Online,56,Oceania,39.6,23.76,49,0,Rental
EPX,Travel Agency,Online,13,Asia,22.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,21.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,29,North America,69.3,41.58,41,0,Rental
TTW,Travel Agency,Offline,364,Asia,97.0,0.0,49,0,Comprehensive
JZI,Airlines,Online,4,Asia,33.0,11.55,53,0,Value Plan
EPX,Travel Agency,Online,23,Europe,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,13,Asia,33.0,11.55,61,0,Value Plan
EPX,Travel Agency,Online,6,Asia,19.0,0.0,43,0,Cancellation
C2B,Airlines,Online,52,Asia,62.0,15.5,32,0,Value Plan
EPX,Travel Agency,Online,13,Asia,11.0,0.0,25,0,Cancellation
KML,Travel Agency,Online,10,Asia,22.0,8.36,48,0,Value Plan
EPX,Travel Agency,Online,6,Asia,17.0,0.0,36,0,Cancellation
C2B,Airlines,Online,12,Asia,23.0,5.75,45,0,Value Plan
EPX,Travel Agency,Online,26,Asia,25.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,74,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,29,North America,96.0,33.6,47,0,Value Plan
CWT,Travel Agency,Online,27,Europe,79.2,47.52,35,0,Rental
EPX,Travel Agency,Online,6,Asia,32.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,21.0,0.0,35,0,Comprehensive
JZI,Airlines,Online,45,Asia,22.0,7.7,56,0,Value Plan
C2B,Airlines,Online,365,Asia,193.2,48.3,51,0,Annual
C2B,Airlines,Online,9,Asia,40.0,10.0,20,0,Value Plan
